"catalogStandard","canonicalLessonId","slug","grade","declaredStandards","domain","unit","positionWithinUnit","positionMeaning","objective","exists","registered","technicalQa","curriculumApproval","productionRelease","planningEligible","roadmapCheckmark","checkpoints","relationship","mismatches","combinedStandardCandidates","sources","sourceVersion"
"RL.3.4","more-than-it-says","more-than-it-says","3rd Grade","RL.3.4","Literature","G3.U2","4","roadmap-standard-row-not-approved-lesson-order","I can tell when a phrase in a story means exactly what it says or more than it says, and I can say the plain version.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-2-exam; more-than-it-says-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/more-than-it-says.ts; docs/UNIT_ROADMAP.md:238","5b2a8c6af833ce3977687181169f524a2e2d27d4ac9d7cd705876dfd5b9332ce"
"RL.3.5","parts-that-build","parts-that-build","3rd Grade","RL.3.5","Literature","G3.U2","5","roadmap-standard-row-not-approved-lesson-order","I can point to a chapter, a stanza, or a scene by its number, and explain how each part builds on the one before it.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; parts-that-build-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/parts-that-build.ts; docs/UNIT_ROADMAP.md:239","536b1c6a2e6bb1e07895e0f1c8f6d48620e5214fa06b63146865db9a77aafb37"
"RL.3.6","their-view-your-view","their-view-your-view","3rd Grade","RL.3.6","Literature","G3.U2","6","roadmap-standard-row-not-approved-lesson-order","I can tell the narrator's view and the characters' views apart from my own view, and back my view with a reason from the story.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-2-exam; their-view-your-view-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/their-view-your-view.ts; docs/UNIT_ROADMAP.md:240","08607c3216a40f7d47be8db0c56573879e17663212e556ed2f8a7cfc39984964"
"RL.3.7","what-the-picture-adds","what-the-picture-adds","3rd Grade","RL.3.7","Literature","G3.U3","4","roadmap-standard-row-not-approved-lesson-order","I can explain what a picture adds to the words of a story and point to the part of the picture that does it.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; what-the-picture-adds-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/what-the-picture-adds.ts; docs/UNIT_ROADMAP.md:256","a8c3bfe40f89ec0b7846645ddaaf2d006a4750afacc3622d45997e00d6fbd8b1"
"RL.3.9","same-hero-new-story","same-hero-new-story","3rd Grade","RL.3.9","Literature","G3.U3","5","roadmap-standard-row-not-approved-lesson-order","I can compare two stories about the same hero by the same author, and tell what stays the same and what changes in the theme, the setting, and the plot.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; same-hero-new-story-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/same-hero-new-story.ts; docs/UNIT_ROADMAP.md:257","4ee04b0a3ae0b00e2cb3cdb18b3943fa2b9ec8f132ba3525732c36c337f3ce7c"
"RL.3.10","the-whole-chapter","the-whole-chapter","3rd Grade","RL.3.10","Literature","G3.U3","6","roadmap-standard-row-not-approved-lesson-order","I can read a whole chapter mostly on my own, hold on to what happens, and use every reading tool I own to understand it from the first page to the last.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-3-exam; the-whole-chapter-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-whole-chapter.ts; docs/UNIT_ROADMAP.md:258","57af012382a7092aa12d4595a5f91aab7e7ab7d1d58b305a12bf40560b90bacc"
"RI.3.1","point-to-the-fact","point-to-the-fact","3rd Grade","RI.3.1","Informational","G3.U1","7","roadmap-standard-row-not-approved-lesson-order","I can answer a question about a fact text and point to the exact sentence that says it.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-1-exam; point-to-the-fact-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/point-to-the-fact.ts; docs/UNIT_ROADMAP.md:223","ab3ee68020d032d7986d7f166de37371fcaa85af0b78ae2041ef2e01b3665c5d"
"RI.3.2","big-idea-backed-up","big-idea-backed-up","3rd Grade","RI.3.2","Informational","G3.U1","8","roadmap-standard-row-not-approved-lesson-order","I can find the big idea of a whole fact text, tell which details hold it up, and explain how they back it up.","true","true","unknown","unknown","unknown","false","false","big-idea-backed-up-quiz; g3-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/big-idea-backed-up.ts; docs/UNIT_ROADMAP.md:224","e7a0703fcbc0879e052c0bd0d1efa1aac30e455d554724f084c0ccc9bd95b08d"
"RI.3.3","because-then-so","because-then-so","3rd Grade","RI.3.3","Informational","G3.U1","9","roadmap-standard-row-not-approved-lesson-order","I can find the words that connect facts in a text and explain how two ideas fit together using because, so, first, or after.","true","true","unknown","unknown","unknown","false","false","because-then-so-quiz; g3-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/because-then-so.ts; docs/UNIT_ROADMAP.md:225","82aff83b432152c8e9aadc14e3773562e48fee0270ab7dfcab75d867f2acdd98"
"RI.3.4","expert-words","expert-words","3rd Grade","RI.3.4","Informational","G3.U2","7","roadmap-standard-row-not-approved-lesson-order","I can work out the meaning of expert words and school words in a fact text, using the supports the text gives me.","true","true","unknown","unknown","unknown","false","false","expert-words-quiz; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/expert-words.ts; docs/UNIT_ROADMAP.md:241","1edeb8b922746e40b93b1522f3e0f521ff7bdef2070fb5533d378ddec7ecff1c"
"RI.3.5","search-like-a-pro","search-like-a-pro","3rd Grade","RI.3.5","Informational","G3.U2","8","roadmap-standard-row-not-approved-lesson-order","I can pick the key words out of a question and use a text's tools to jump straight to the fact I need.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; search-like-a-pro-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/search-like-a-pro.ts; docs/UNIT_ROADMAP.md:242","ff7ed3572501febcfeaad86a2db5827551d0d898bf32e4a9727a2c21a43ef090"
"RI.3.6","the-authors-view","the-authors-view","3rd Grade","RI.3.6","Informational","G3.U2","9","roadmap-standard-row-not-approved-lesson-order","I can tell a fact from the author's opinion in a fact book, find the author's view, and say whether my own view matches it, with a reason.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; the-authors-view-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-authors-view.ts; docs/UNIT_ROADMAP.md:243","419608c27ff5139600eca8dde0451c0bdd72739e6a36a889cf1fe76a028a27da"
"RI.3.7","maps-and-photos","maps-and-photos","3rd Grade","RI.3.7","Informational","G3.U3","7","roadmap-standard-row-not-approved-lesson-order","I can use a map, a photo, and the words of a fact book together to tell where, when, why, and how something happened.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; maps-and-photos-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/maps-and-photos.ts; docs/UNIT_ROADMAP.md:259","aa153818e41db40f40002280c03fe3978a1de53e01060522f42f1c3cf3fbeb9c"
"RI.3.8","sentence-to-sentence","sentence-to-sentence","3rd Grade","RI.3.8","Informational","G3.U3","8","roadmap-standard-row-not-approved-lesson-order","I can name how two sentences or two paragraphs in a fact text connect, by comparison, cause and effect, or sequence, and point to the word that shows it.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-3-exam; sentence-to-sentence-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sentence-to-sentence.ts; docs/UNIT_ROADMAP.md:260","b00aa692e30c51136788ca9f1da9c020994cec395148098a2bb3878ea4b6960e"
"RI.3.9","two-writers-one-topic","two-writers-one-topic","3rd Grade","RI.3.9","Informational","G3.U3","9","roadmap-standard-row-not-approved-lesson-order","I can compare two texts on the same topic by lining up each writer's most important point and key details, and tell what both texts say, what only one says, and how the two points differ.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-3-exam; two-writers-one-topic-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/two-writers-one-topic.ts; docs/UNIT_ROADMAP.md:261","7106fd3105b92b9dec760780e0db8de6f5bc61fefdcfab0b98fb99cfcb66f16f"
"RI.3.10","the-whole-fact-book","the-whole-fact-book","3rd Grade","RI.3.10","Informational","G3.U4","1","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book mostly on my own, hold on to the big idea as it grows, and use every fact-reading tool I own to understand it from the first page to the last.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-4-exam; the-whole-fact-book-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-whole-fact-book.ts; docs/UNIT_ROADMAP.md:271","4feb2733d52f0783650f4cb7849212b1608c300d26e300e19a1c7abd6c405ae9"
"RF.3.3","take-apart-any-word","take-apart-any-word","3rd Grade","RF.3.3","Foundational Skills","G3.U1","1","roadmap-standard-row-not-approved-lesson-order","I can take a long word apart while I read a story and keep the sentence moving.","true","true","unknown","unknown","unknown","false","false","g3-unit-1-exam; take-apart-any-word-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/take-apart-any-word.ts; docs/UNIT_ROADMAP.md:217","02f1ce1d3464395f69b7f9c5048f7dcdd18a5e306ee96784f2e121314dec6cc8"
"RF.3.3a","meaning-machines","meaning-machines","3rd Grade","RF.3.3a","Foundational Skills","G3.U1","2","roadmap-standard-row-not-approved-lesson-order","I can take a big word apart and use its prefix or suffix to unlock what it means.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-1-exam; meaning-machines-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/meaning-machines.ts; docs/UNIT_ROADMAP.md:218","ab69f85cac83730b9d31c76feae48b95296260e0905c88750c3123c295f3cab0"
"RF.3.3b","long-word-trains","long-word-trains","3rd Grade","RF.3.3b","Foundational Skills","G3.U1","3","roadmap-standard-row-not-approved-lesson-order","I can read long words by chunking them, the front cars first and the suffix caboose last.","true","true","unknown","unknown","unknown","false","false","g3-unit-1-exam; long-word-trains-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-word-trains.ts; docs/UNIT_ROADMAP.md:219","aa498535f5ce8f8fb0358bb5b4a5341bf5829601231ad0e7c590a390fd3c289f"
"RF.3.3c","chunk-by-chunk","chunk-by-chunk","3rd Grade","RF.3.3c","Foundational Skills","G3.U2","1","roadmap-standard-row-not-approved-lesson-order","I can find the vowel spots in a long word, split it into chunks at the right place, and read it chunk by chunk.","true","true","unknown","unknown","unknown","false","false","chunk-by-chunk-quiz; g3-final; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/chunk-by-chunk.ts; docs/UNIT_ROADMAP.md:235","9ed63ca37c01ed65aba4fe499af9efb567fc2c72bbcf7d4a27eb8941f8c739f9"
"RF.3.3d","know-them-by-heart","know-them-by-heart","3rd Grade","RF.3.3d","Foundational Skills","G3.U2","2","roadmap-standard-row-not-approved-lesson-order","I can read words that break the sound rules by sounding out the fair part, learning the heart part by heart, and reading the whole word at a glance.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-2-exam; know-them-by-heart-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/know-them-by-heart.ts; docs/UNIT_ROADMAP.md:236","1db55893685ebecfbb4c28c9894ee2f0aabe473ddf7f68ec7d64258746a4a911"
"RF.3.4","smooth-and-sure","smooth-and-sure","3rd Grade","RF.3.4","Foundational Skills","G3.U2","3","roadmap-standard-row-not-approved-lesson-order","I can read a real chapter out loud smooth and sure, with the right words, a talking pace, and a voice that follows the marks, so that I understand what happened.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-2-exam; smooth-and-sure-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/smooth-and-sure.ts; docs/UNIT_ROADMAP.md:237","28f3d314ecb48fd20c5b1a0d59c5549adca2b8a9dfb677083c7f04e75e5291eb"
"RF.3.4a","know-why-you-read","know-why-you-read","3rd Grade","RF.3.4a","Foundational Skills","G3.U3","1","roadmap-standard-row-not-approved-lesson-order","I can name why I am reading before I start, read the page in the way that why needs, and check at the end that the why was met.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; know-why-you-read-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/know-why-you-read.ts; docs/UNIT_ROADMAP.md:253","779e72d71d4b3a161196d96d2de0e23e47fdfd18db61b9ca647418c44d13d8df"
"RF.3.4b","prose-and-poem","prose-and-poem","3rd Grade","RF.3.4b","Foundational Skills","G3.U3","2","roadmap-standard-row-not-approved-lesson-order","I can read a story page and a poem out loud with the right words, a good pace, and expression, and read each one a second time even better.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; prose-and-poem-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/prose-and-poem.ts; docs/UNIT_ROADMAP.md:254","07149361008743f54403aa0ccbf87c11b1feab92f45fed25fb69e9f89c7f11f3"
"RF.3.4c","does-that-make-sense","does-that-make-sense","3rd Grade","RF.3.4c","Foundational Skills","G3.U3","3","roadmap-standard-row-not-approved-lesson-order","I can check that every word and every sentence makes sense, and reread to confirm the reading or to correct it.","true","true","unknown","unknown","unknown","false","false","does-that-make-sense-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/does-that-make-sense.ts; docs/UNIT_ROADMAP.md:255","311ae13020ac883a24cc87ce2b244ed7793f4ef920f354996a05db8b74618ff3"
"L.3.4","three-word-tools","three-word-tools","3rd Grade","L.3.4","Language","G3.U1","10","roadmap-standard-row-not-approved-lesson-order","I can look at a new word, choose the tool that fits it, and test the meaning I get in the sentence.","true","true","unknown","unknown","unknown","false","false","g3-unit-1-exam; three-word-tools-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/three-word-tools.ts; docs/UNIT_ROADMAP.md:226","d95f50af4b6a074bbb74335b129a46a4c4d785aa9efd1c71c340ac4d137b620d"
"L.3.4a","read-around-the-word","read-around-the-word","3rd Grade","L.3.4a","Language","G3.U1","11","roadmap-standard-row-not-approved-lesson-order","I can read around a new word, find the clue in the sentence, and prove what the word means.","true","true","unknown","unknown","unknown","false","false","g3-final; g3-unit-1-exam; read-around-the-word-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-around-the-word.ts; docs/UNIT_ROADMAP.md:227","45ff7948cd9e86a03cbbad65e6e24b90d0bdf104652ce9cd0d8c038907dab1f4"
"L.3.4b","new-word-new-meaning","new-word-new-meaning","3rd Grade","L.3.4b","Language","G3.U1","12","roadmap-standard-row-not-approved-lesson-order","I can put a known word and a known part together to work out a new word's meaning, then test it in the sentence.","true","true","unknown","unknown","unknown","false","false","g3-unit-1-exam; new-word-new-meaning-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/new-word-new-meaning.ts; docs/UNIT_ROADMAP.md:228","ce4e6fef0b740a9ac724d84d30635435a233fc42b63853c46b2ce4348fb6294e"
"L.3.4c","same-root-new-branch","same-root-new-branch","3rd Grade","L.3.4c","Language","G3.U1","13","roadmap-standard-row-not-approved-lesson-order","I can find a root I know inside a new word, borrow its meaning, and test it in the sentence.","true","true","unknown","unknown","unknown","false","false","g3-unit-1-exam; same-root-new-branch-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/same-root-new-branch.ts; docs/UNIT_ROADMAP.md:229","27de76fc3cbea6d385445a0761996e6d4582ee68801931259a34c623e8d684de"
"L.3.4d","check-the-dictionary","check-the-dictionary","3rd Grade","L.3.4d","Language","G3.U2","10","roadmap-standard-row-not-approved-lesson-order","I can find a word's entry fast, read its parts, and pick the numbered meaning that fits my sentence exactly.","true","true","unknown","unknown","unknown","false","false","check-the-dictionary-quiz; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/check-the-dictionary.ts; docs/UNIT_ROADMAP.md:244","da22dbdae0c539be19df353b057bffd05d4b171d5c4d54fb12581e7e04663288"
"L.3.5","word-connections","word-connections","3rd Grade","L.3.5","Language","G3.U2","11","roadmap-standard-row-not-approved-lesson-order","I can decide which connection a question about a word is asking for, then give the saying, the real-life example with a because, the near-same word, or the opposite.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; word-connections-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-connections.ts; docs/UNIT_ROADMAP.md:245","3a382c195f55b3ac2480680df9157a3c661836f2329bab47e7c0390c905b6f1c"
"L.3.5a","sayings-that-mean-more","sayings-that-mean-more","3rd Grade","L.3.5a","Language","G3.U2","12","roadmap-standard-row-not-approved-lesson-order","I can tell when a group of words is a saying that means more than it says, find its meaning from the sentence, and use a saying in a sentence of my own.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; sayings-that-mean-more-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sayings-that-mean-more.ts; docs/UNIT_ROADMAP.md:246","0e154c862cef40966a91ff318e5c9792a8b5fe77ae9b3b192c1767b6cc088ce3"
"L.3.5b","words-in-action","words-in-action","3rd Grade","L.3.5b","Language","G3.U2","13","roadmap-standard-row-not-approved-lesson-order","I can point to a describing word in real life and explain why the example fits.","true","true","unknown","unknown","unknown","false","false","g3-unit-2-exam; words-in-action-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-in-action.ts; docs/UNIT_ROADMAP.md:247","c4ebad344d2697b87f1766df87b9acbd4b970bdac4e7f88acfb68342f2effa29"
"L.3.5c","shades-of-sure","shades-of-sure","3rd Grade","L.3.5c","Language","G3.U3","10","roadmap-standard-row-not-approved-lesson-order","I can put words about how sure a person is, or how big a feeling is, in order from weakest to strongest, pick the word that fits the clues, and explain the difference between two neighbors.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; shades-of-sure-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/shades-of-sure.ts; docs/UNIT_ROADMAP.md:262","cd748dece8e14b1696502fdc144ab94b041d445a88b7b8f39570ef5d7b89a309"
"L.3.6","when-and-where-words","when-and-where-words","3rd Grade","L.3.6","Language","G3.U3","11","roadmap-standard-row-not-approved-lesson-order","I can choose and use precise words that tell exactly when and exactly where.","true","true","unknown","unknown","unknown","false","false","g3-unit-3-exam; when-and-where-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/when-and-where-words.ts; docs/UNIT_ROADMAP.md:263","eb4c0d97c30ae6fd2d6061150648c6909727ff1b0ad0e9ca1863a82cbbb6245b"
"RL.4.1","text-says-so-i-know","text-says-so-i-know","4th Grade","RL.4.1","Literature","G4.U1","2","roadmap-standard-row-not-approved-lesson-order","I can answer an explicit question by pointing to the detail, and answer an inference question by citing the detail and saying what it lets me know.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; text-says-so-i-know-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/text-says-so-i-know.ts; docs/UNIT_ROADMAP.md:281","2a1adf5ea30f02c065a7e953f106248f994cb6ff567e37461b98ff7eb0900e34"
"RL.4.2","theme-and-summary","theme-and-summary","4th Grade","RL.4.2","Literature","G4.U1","3","roadmap-standard-row-not-approved-lesson-order","I can name the theme of a story as a big idea about life, prove it with details from across the text, and summarize the story in three sentences.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; theme-and-summary-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/theme-and-summary.ts; docs/UNIT_ROADMAP.md:282","9aa01846b207b96990e13cb532dfcadc30af7911f59d85752f64e1b487b55893"
"RL.4.3","in-depth-details","in-depth-details","4th Grade","RL.4.3","Literature","G4.U1","4","roadmap-standard-row-not-approved-lesson-order","I can describe a character, a setting, or an event in depth, with a claim and specific details of different kinds from the text.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; in-depth-details-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/in-depth-details.ts; docs/UNIT_ROADMAP.md:283","fd8fdd35fa420d3d2d6bcf383077252c9bab434456442534ef12fc5d60b9a495"
"RL.4.4","words-from-the-myths","words-from-the-myths","4th Grade","RL.4.4","Literature","G4.U2","2","roadmap-standard-row-not-approved-lesson-order","I can find a word in a story that points to a character from a myth, tell what that character was known for, and explain the meaning the sentence borrows.","true","true","unknown","unknown","unknown","false","false","words-from-the-myths-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-from-the-myths.ts; docs/UNIT_ROADMAP.md:296","f77e5e24f9a28b03bd29a193d6b61f7b2ae5227f1e5d44bd89f00e8c5fd6c0e7"
"RL.4.5","three-ways-to-tell-it","three-ways-to-tell-it","4th Grade","RL.4.5","Literature","G4.U2","3","roadmap-standard-row-not-approved-lesson-order","I can name prose, a poem, and a drama from the shape of the page, and use the terms for their parts when I talk about a text.","true","true","unknown","unknown","unknown","false","false","three-ways-to-tell-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/three-ways-to-tell-it.ts; docs/UNIT_ROADMAP.md:297","cc95e8d4c0cee9c958b2beb6187a415fad1cbb902ec7db96946f483f505e363c"
"RL.4.6","who-tells-it-changes-it","who-tells-it-changes-it","4th Grade","RL.4.6","Literature","G4.U2","4","roadmap-standard-row-not-approved-lesson-order","I can find the signal words, name first or third person, say what the narrator can and cannot know, and compare two tellings of one moment.","true","true","unknown","unknown","unknown","false","false","who-tells-it-changes-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/who-tells-it-changes-it.ts; docs/UNIT_ROADMAP.md:298","39c4d838220925f0d8c1d076892b9ca609e693bd5059bfdf5b2d6fecd2f5c6d9"
"RL.4.7","","","4th Grade","","Literature","G4.U3","2","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:311",""
"RL.4.9","","","4th Grade","","Literature","G4.U3","3","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:312",""
"RL.4.10","","","4th Grade","","Literature","G4.U3","4","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:313",""
"RI.4.1","facts-say-so-i-know","facts-say-so-i-know","4th Grade","RI.4.1","Informational","G4.U1","5","roadmap-standard-row-not-approved-lesson-order","I can answer an explicit question about a fact text by pointing to the detail or the example, and answer an inference question by citing the detail and saying what it lets me know.","true","true","unknown","unknown","unknown","false","false","facts-say-so-i-know-quiz; g4-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/facts-say-so-i-know.ts; docs/UNIT_ROADMAP.md:284","e66bab47927de33c8a8ed7dedee4c36cab30033943b7e41afa5618e09a87a91f"
"RI.4.2","main-idea-and-summary","main-idea-and-summary","4th Grade","RI.4.2","Informational","G4.U1","6","roadmap-standard-row-not-approved-lesson-order","I can state the main idea of a fact text as a full sentence, explain how each key detail supports it, and summarize the text in three sentences.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; main-idea-and-summary-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/main-idea-and-summary.ts; docs/UNIT_ROADMAP.md:285","4ef4f9720e6cd3bceeaf77568f2b633492c8fb4008dabd5d01e91016debe14a2"
"RI.4.3","what-happened-and-why","what-happened-and-why","4th Grade","RI.4.3","Informational","G4.U1","7","roadmap-standard-row-not-approved-lesson-order","I can explain an event, a procedure, or a concept in a fact text, telling what happened and why in my own words from specific information in the text.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; what-happened-and-why-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/what-happened-and-why.ts; docs/UNIT_ROADMAP.md:286","6eaca80c521d9ef5364391fb8f71ea71217237e6559ef07b2d24b7839340c120"
"RI.4.4","words-of-the-field","words-of-the-field","4th Grade","RI.4.4","Informational","G4.U2","5","roadmap-standard-row-not-approved-lesson-order","I can sort a hard word in a fact text into its kind, a field word or an everywhere word, and use that kind's tool to get its meaning.","true","true","unknown","unknown","unknown","false","false","words-of-the-field-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-of-the-field.ts; docs/UNIT_ROADMAP.md:299","5221e65af9d054f865559177aee67a9c4749f2f82f255137b48aff1e9162b5d0"
"RI.4.5","the-shape-of-the-facts","the-shape-of-the-facts","4th Grade","RI.4.5","Informational","G4.U2","6","roadmap-standard-row-not-approved-lesson-order","I can name the overall shape of a fact text or a section of it, point to the signal words that reveal it, choose the diagram that fits, and notice when the text switches shape.","true","true","unknown","unknown","unknown","false","false","the-shape-of-the-facts-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-shape-of-the-facts.ts; docs/UNIT_ROADMAP.md:300","90c70fcbf9ebc74ff980739148e5bb30afd1d0892589d326096e7aacb90a44e8"
"RI.4.6","there-or-told-about-it","there-or-told-about-it","4th Grade","RI.4.6","Informational","G4.U2","7","roadmap-standard-row-not-approved-lesson-order","I can tell a firsthand account from a secondhand account of the same event, say what each one focuses on, and find the information only one of them gives.","true","true","unknown","unknown","unknown","false","false","","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/there-or-told-about-it.ts; docs/UNIT_ROADMAP.md:301","1a1d97f3887a6d022c0ec34bc4634b0cd24fe13714db06cb535f11f4e4880585"
"RI.4.7","","","4th Grade","","Informational","G4.U3","5","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:314",""
"RI.4.8","","","4th Grade","","Informational","G4.U3","6","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:315",""
"RI.4.9","","","4th Grade","","Informational","G4.U3","7","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:316",""
"RI.4.10","","","4th Grade","","Informational","G4.U4","1","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:325",""
"RF.4.3","long-words-full-speed","long-words-full-speed","4th Grade","RF.4.3","Foundational Skills","G4.U1","1","roadmap-standard-row-not-approved-lesson-order","I can read a four- or five-syllable word inside a sentence by spotting the edges, chunking the middle by ear, saying it and testing it, and flexing a chunk when the first try fails, without stopping the sentence.","true","true","unknown","unknown","unknown","false","false","g4-unit-1-exam; long-words-full-speed-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-words-full-speed.ts; docs/UNIT_ROADMAP.md:280","31621f17653056dc3a2170b4f343d1227877192101f135c32ec78eab40831763"
"RF.4.3a","split-it-your-way","split-it-your-way","4th Grade","RF.4.3a","Foundational Skills","G4.U2","1","roadmap-standard-row-not-approved-lesson-order","I can read an unfamiliar long word by finding the parts I know, choosing the pattern that splits the rest, saying it with one soft chunk, and testing it, inside a sentence or on its own.","true","true","unknown","unknown","unknown","false","false","split-it-your-way-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/split-it-your-way.ts; docs/UNIT_ROADMAP.md:295","efa83803e30d931eb37f1a31ebd5a87c08e38b2d1c8d164e77f9c858e1e61c00"
