"catalogStandard","canonicalLessonId","slug","grade","declaredStandards","domain","unit","positionWithinUnit","positionMeaning","objective","exists","registered","technicalQa","curriculumApproval","productionRelease","planningEligible","roadmapCheckmark","checkpoints","relationship","mismatches","combinedStandardCandidates","sources","sourceVersion"
"RL.3.4","more-than-it-says","more-than-it-says","3rd Grade","RL.3.4","Literature","G3.U2","4","roadmap-standard-row-not-approved-lesson-order","I can tell when a phrase in a story means exactly what it says or more than it says, and I can say the plain version.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-2-exam; more-than-it-says-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/more-than-it-says.ts; docs/UNIT_ROADMAP.md:238","b26b4ed2b7392027e8a2ac7f8bfa82019bd327a29d0f84cbaf61930cf02c1336"
"RL.3.5","parts-that-build","parts-that-build","3rd Grade","RL.3.5","Literature","G3.U2","5","roadmap-standard-row-not-approved-lesson-order","I can point to a chapter, a stanza, or a scene by its number, and explain how each part builds on the one before it.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; parts-that-build-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/parts-that-build.ts; docs/UNIT_ROADMAP.md:239","9e2d674a8e617c5679e5a20d4ac367154647dcc47a21b08478f638dfbfeddddb"
"RL.3.6","their-view-your-view","their-view-your-view","3rd Grade","RL.3.6","Literature","G3.U2","6","roadmap-standard-row-not-approved-lesson-order","I can tell the narrator's view and the characters' views apart from my own view, and back my view with a reason from the story.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-2-exam; their-view-your-view-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/their-view-your-view.ts; docs/UNIT_ROADMAP.md:240","c8ac57dc2bf3ee1718a773a265e29656a651b0d531006ba7385b623b6fea08d0"
"RL.3.7","what-the-picture-adds","what-the-picture-adds","3rd Grade","RL.3.7","Literature","G3.U3","4","roadmap-standard-row-not-approved-lesson-order","I can explain what a picture adds to the words of a story and point to the part of the picture that does it.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; what-the-picture-adds-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/what-the-picture-adds.ts; docs/UNIT_ROADMAP.md:256","beb8e94ad757c84dcd4d7dde1ca8b217f628c37a8c407b7cb3dfc70f1ab96869"
"RL.3.9","same-hero-new-story","same-hero-new-story","3rd Grade","RL.3.9","Literature","G3.U3","5","roadmap-standard-row-not-approved-lesson-order","I can compare two stories about the same hero by the same author, and tell what stays the same and what changes in the theme, the setting, and the plot.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; same-hero-new-story-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/same-hero-new-story.ts; docs/UNIT_ROADMAP.md:257","a30a3ce17e2d06f766657511e04cf7219d59fafb5ffe4a33c39b5721dbe8fff2"
"RL.3.10","the-whole-chapter","the-whole-chapter","3rd Grade","RL.3.10","Literature","G3.U3","6","roadmap-standard-row-not-approved-lesson-order","I can read a whole chapter mostly on my own, hold on to what happens, and use every reading tool I own to understand it from the first page to the last.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-3-exam; the-whole-chapter-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-whole-chapter.ts; docs/UNIT_ROADMAP.md:258","10a67ddd456adf6aa931f75d036ba02df59eaa84c7ad281d7c4768ed1aa9a121"
"RI.3.1","point-to-the-fact","point-to-the-fact","3rd Grade","RI.3.1","Informational","G3.U1","7","roadmap-standard-row-not-approved-lesson-order","I can answer a question about a fact text and point to the exact sentence that says it.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-1-exam; point-to-the-fact-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/point-to-the-fact.ts; docs/UNIT_ROADMAP.md:223","afea7eb3646aaedfe280623fc608b2e8fd7597708dbce47cfe4c14aad3a09b9f"
"RI.3.2","big-idea-backed-up","big-idea-backed-up","3rd Grade","RI.3.2","Informational","G3.U1","8","roadmap-standard-row-not-approved-lesson-order","I can find the big idea of a whole fact text, tell which details hold it up, and explain how they back it up.","true","true","unknown","unknown","unknown","false","true","big-idea-backed-up-quiz; g3-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/big-idea-backed-up.ts; docs/UNIT_ROADMAP.md:224","72907e69cc523dd85209ec872ee6cb74f0b8909bbdbc9283bcefaa1fc531f189"
"RI.3.3","because-then-so","because-then-so","3rd Grade","RI.3.3","Informational","G3.U1","9","roadmap-standard-row-not-approved-lesson-order","I can find the words that connect facts in a text and explain how two ideas fit together using because, so, first, or after.","true","true","unknown","unknown","unknown","false","true","because-then-so-quiz; g3-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/because-then-so.ts; docs/UNIT_ROADMAP.md:225","5e3fb2f944b23993f34a442f3afcdaebbf36903325600e4c86ad9ac018dd5d09"
"RI.3.4","expert-words","expert-words","3rd Grade","RI.3.4","Informational","G3.U2","7","roadmap-standard-row-not-approved-lesson-order","I can work out the meaning of expert words and school words in a fact text, using the supports the text gives me.","true","true","unknown","unknown","unknown","false","true","expert-words-quiz; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/expert-words.ts; docs/UNIT_ROADMAP.md:241","b7b29195cad6d77ef382115d2350f85b13bcd9d3a99b1884aca05b7ae5238e35"
"RI.3.5","search-like-a-pro","search-like-a-pro","3rd Grade","RI.3.5","Informational","G3.U2","8","roadmap-standard-row-not-approved-lesson-order","I can pick the key words out of a question and use a text's tools to jump straight to the fact I need.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; search-like-a-pro-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/search-like-a-pro.ts; docs/UNIT_ROADMAP.md:242","d565f7e4487345792d3922deb0aaaaedc291548c15047c832eec90fb4dfc47a3"
"RI.3.6","the-authors-view","the-authors-view","3rd Grade","RI.3.6","Informational","G3.U2","9","roadmap-standard-row-not-approved-lesson-order","I can tell a fact from the author's opinion in a fact book, find the author's view, and say whether my own view matches it, with a reason.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; the-authors-view-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-authors-view.ts; docs/UNIT_ROADMAP.md:243","3f5b7e487075f9376c0f5525b0f910e87e367b3e20d44799cd11438b6b591abf"
"RI.3.7","maps-and-photos","maps-and-photos","3rd Grade","RI.3.7","Informational","G3.U3","7","roadmap-standard-row-not-approved-lesson-order","I can use a map, a photo, and the words of a fact book together to tell where, when, why, and how something happened.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; maps-and-photos-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/maps-and-photos.ts; docs/UNIT_ROADMAP.md:259","b498ae52207729f94678b4fe75c89a4a65256b1a0469be566ab93ffd1ff2bf15"
"RI.3.8","sentence-to-sentence","sentence-to-sentence","3rd Grade","RI.3.8","Informational","G3.U3","8","roadmap-standard-row-not-approved-lesson-order","I can name how two sentences or two paragraphs in a fact text connect, by comparison, cause and effect, or sequence, and point to the word that shows it.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-3-exam; sentence-to-sentence-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sentence-to-sentence.ts; docs/UNIT_ROADMAP.md:260","0050121b9d1f911f448431e72b4ed8e58614b913fec16c06a0098324e05c17d8"
"RI.3.9","two-writers-one-topic","two-writers-one-topic","3rd Grade","RI.3.9","Informational","G3.U3","9","roadmap-standard-row-not-approved-lesson-order","I can compare two texts on the same topic by lining up each writer's most important point and key details, and tell what both texts say, what only one says, and how the two points differ.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-3-exam; two-writers-one-topic-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/two-writers-one-topic.ts; docs/UNIT_ROADMAP.md:261","15719f9cc52a76f8c5f81f1bdafb42bf4600680659d062fa4fbadba28f789c79"
"RI.3.10","the-whole-fact-book","the-whole-fact-book","3rd Grade","RI.3.10","Informational","G3.U4","1","roadmap-standard-row-not-approved-lesson-order","I can read a whole fact book mostly on my own, hold on to the big idea as it grows, and use every fact-reading tool I own to understand it from the first page to the last.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-4-exam; the-whole-fact-book-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-whole-fact-book.ts; docs/UNIT_ROADMAP.md:271","29f9fd504b4c9c750d2a0aef950443d8cbc4e4e94121a93d2ea1a7e7e90aeae3"
"RF.3.3","take-apart-any-word","take-apart-any-word","3rd Grade","RF.3.3","Foundational Skills","G3.U1","1","roadmap-standard-row-not-approved-lesson-order","I can take a long word apart while I read a story and keep the sentence moving.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; take-apart-any-word-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/take-apart-any-word.ts; docs/UNIT_ROADMAP.md:217","e28febc044f6eb8501becbdcac81ff220072d1988be6c5f44659b87cd264936b"
"RF.3.3a","meaning-machines","meaning-machines","3rd Grade","RF.3.3a","Foundational Skills","G3.U1","2","roadmap-standard-row-not-approved-lesson-order","I can take a big word apart and use its prefix or suffix to unlock what it means.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-1-exam; meaning-machines-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/meaning-machines.ts; docs/UNIT_ROADMAP.md:218","336814b5ec3c856b387e3ff0adf6fe910473bd69e70aec3281e6fff09479fb7c"
"RF.3.3b","long-word-trains","long-word-trains","3rd Grade","RF.3.3b","Foundational Skills","G3.U1","3","roadmap-standard-row-not-approved-lesson-order","I can read long words by chunking them, the front cars first and the suffix caboose last.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; long-word-trains-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-word-trains.ts; docs/UNIT_ROADMAP.md:219","f646753394ef023fbe7c08692e98cbabb5d2e1f587c8e0e5b72a9bc2eec862be"
"RF.3.3c","chunk-by-chunk","chunk-by-chunk","3rd Grade","RF.3.3c","Foundational Skills","G3.U2","1","roadmap-standard-row-not-approved-lesson-order","I can find the vowel spots in a long word, split it into chunks at the right place, and read it chunk by chunk.","true","true","unknown","unknown","unknown","false","true","chunk-by-chunk-quiz; g3-final; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/chunk-by-chunk.ts; docs/UNIT_ROADMAP.md:235","69f0071c03164faadbb8e9cf0651d37d12c3b4977b1cef7a582dd1484e81a957"
"RF.3.3d","know-them-by-heart","know-them-by-heart","3rd Grade","RF.3.3d","Foundational Skills","G3.U2","2","roadmap-standard-row-not-approved-lesson-order","I can read words that break the sound rules by sounding out the fair part, learning the heart part by heart, and reading the whole word at a glance.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-2-exam; know-them-by-heart-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/know-them-by-heart.ts; docs/UNIT_ROADMAP.md:236","1f2a09ccd1ba644496dfe7e6718df80d9b4663ca6cb22243198f9e0841a00429"
"RF.3.4","smooth-and-sure","smooth-and-sure","3rd Grade","RF.3.4","Foundational Skills","G3.U2","3","roadmap-standard-row-not-approved-lesson-order","I can read a real chapter out loud smooth and sure, with the right words, a talking pace, and a voice that follows the marks, so that I understand what happened.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-2-exam; smooth-and-sure-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/smooth-and-sure.ts; docs/UNIT_ROADMAP.md:237","3cee51457c470151013bf7a3a5aa2c925a7d0ee5c5e2d0db548382b45a3e871e"
"RF.3.4a","know-why-you-read","know-why-you-read","3rd Grade","RF.3.4a","Foundational Skills","G3.U3","1","roadmap-standard-row-not-approved-lesson-order","I can name why I am reading before I start, read the page in the way that why needs, and check at the end that the why was met.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; know-why-you-read-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/know-why-you-read.ts; docs/UNIT_ROADMAP.md:253","3fa069248e32a56faa75591e76996fa3df9387e7cd634e7d00630af94d11d9f4"
"RF.3.4b","prose-and-poem","prose-and-poem","3rd Grade","RF.3.4b","Foundational Skills","G3.U3","2","roadmap-standard-row-not-approved-lesson-order","I can read a story page and a poem out loud with the right words, a good pace, and expression, and read each one a second time even better.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; prose-and-poem-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/prose-and-poem.ts; docs/UNIT_ROADMAP.md:254","8ab1c352f0fbd3bb8630553e2f34a69d67e57bd80359fc1c475d942c976aba65"
"RF.3.4c","does-that-make-sense","does-that-make-sense","3rd Grade","RF.3.4c","Foundational Skills","G3.U3","3","roadmap-standard-row-not-approved-lesson-order","I can check that every word and every sentence makes sense, and reread to confirm the reading or to correct it.","true","true","unknown","unknown","unknown","false","true","does-that-make-sense-quiz; g3-final; g3-unit-3-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/does-that-make-sense.ts; docs/UNIT_ROADMAP.md:255","caac9136a87d601857126023549b63fc8d4b4dff4ebc99e53b64bdc9d0275b44"
"L.3.4","three-word-tools","three-word-tools","3rd Grade","L.3.4","Language","G3.U1","10","roadmap-standard-row-not-approved-lesson-order","I can look at a new word, choose the tool that fits it, and test the meaning I get in the sentence.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; three-word-tools-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/three-word-tools.ts; docs/UNIT_ROADMAP.md:226","9a388efcb482245d07ce09378d7e777fe15b8f92738b6d376b7d28087114838e"
"L.3.4a","read-around-the-word","read-around-the-word","3rd Grade","L.3.4a","Language","G3.U1","11","roadmap-standard-row-not-approved-lesson-order","I can read around a new word, find the clue in the sentence, and prove what the word means.","true","true","unknown","unknown","unknown","false","true","g3-final; g3-unit-1-exam; read-around-the-word-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/read-around-the-word.ts; docs/UNIT_ROADMAP.md:227","5da163488577d8f4da5a9e68405478f1fb08e467964bb286b8318b6de01267a1"
"L.3.4b","new-word-new-meaning","new-word-new-meaning","3rd Grade","L.3.4b","Language","G3.U1","12","roadmap-standard-row-not-approved-lesson-order","I can put a known word and a known part together to work out a new word's meaning, then test it in the sentence.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; new-word-new-meaning-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/new-word-new-meaning.ts; docs/UNIT_ROADMAP.md:228","82883f1b587231908c710b105cb60d1011f3494d492513132ec7a2fda8bbe188"
"L.3.4c","same-root-new-branch","same-root-new-branch","3rd Grade","L.3.4c","Language","G3.U1","13","roadmap-standard-row-not-approved-lesson-order","I can find a root I know inside a new word, borrow its meaning, and test it in the sentence.","true","true","unknown","unknown","unknown","false","true","g3-unit-1-exam; same-root-new-branch-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/same-root-new-branch.ts; docs/UNIT_ROADMAP.md:229","250778b2ddf9fd776fe1f37b0044f3648f8ef041837a2da0a9b433f8f6a6fa24"
"L.3.4d","check-the-dictionary","check-the-dictionary","3rd Grade","L.3.4d","Language","G3.U2","10","roadmap-standard-row-not-approved-lesson-order","I can find a word's entry fast, read its parts, and pick the numbered meaning that fits my sentence exactly.","true","true","unknown","unknown","unknown","false","true","check-the-dictionary-quiz; g3-unit-2-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/check-the-dictionary.ts; docs/UNIT_ROADMAP.md:244","bffd1d6b9c8b5892336fa0586ef8149c293fbb79e7db5939a00b3128f7166fd3"
"L.3.5","word-connections","word-connections","3rd Grade","L.3.5","Language","G3.U2","11","roadmap-standard-row-not-approved-lesson-order","I can decide which connection a question about a word is asking for, then give the saying, the real-life example with a because, the near-same word, or the opposite.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; word-connections-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/word-connections.ts; docs/UNIT_ROADMAP.md:245","32b39229cdbf4a864ee0f15f65c836c6397b4e804c60f5633f97e49d9736dec9"
"L.3.5a","sayings-that-mean-more","sayings-that-mean-more","3rd Grade","L.3.5a","Language","G3.U2","12","roadmap-standard-row-not-approved-lesson-order","I can tell when a group of words is a saying that means more than it says, find its meaning from the sentence, and use a saying in a sentence of my own.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; sayings-that-mean-more-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/sayings-that-mean-more.ts; docs/UNIT_ROADMAP.md:246","4c69104854bcf02ebb42f0c85cc7761bbf5c196f2580b15dcd561c4f6014b337"
"L.3.5b","words-in-action","words-in-action","3rd Grade","L.3.5b","Language","G3.U2","13","roadmap-standard-row-not-approved-lesson-order","I can point to a describing word in real life and explain why the example fits.","true","true","unknown","unknown","unknown","false","true","g3-unit-2-exam; words-in-action-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-in-action.ts; docs/UNIT_ROADMAP.md:247","0dae9c71028f55e1e7ea5aff574529f8682f692e936036862a66c560ae950acd"
"L.3.5c","shades-of-sure","shades-of-sure","3rd Grade","L.3.5c","Language","G3.U3","10","roadmap-standard-row-not-approved-lesson-order","I can put words about how sure a person is, or how big a feeling is, in order from weakest to strongest, pick the word that fits the clues, and explain the difference between two neighbors.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; shades-of-sure-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/shades-of-sure.ts; docs/UNIT_ROADMAP.md:262","7a6ab765ad45cdf573cf938ada24dd6aef50723b99b102e2b5e045298fe15af2"
"L.3.6","when-and-where-words","when-and-where-words","3rd Grade","L.3.6","Language","G3.U3","11","roadmap-standard-row-not-approved-lesson-order","I can choose and use precise words that tell exactly when and exactly where.","true","true","unknown","unknown","unknown","false","true","g3-unit-3-exam; when-and-where-words-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/when-and-where-words.ts; docs/UNIT_ROADMAP.md:263","e366523c46a84a121addcd606252a506bf97eb9c007eebebbbb662bfd13a25bf"
"RL.4.1","text-says-so-i-know","text-says-so-i-know","4th Grade","RL.4.1","Literature","G4.U1","2","roadmap-standard-row-not-approved-lesson-order","I can answer an explicit question by pointing to the detail, and answer an inference question by citing the detail and saying what it lets me know.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; text-says-so-i-know-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/text-says-so-i-know.ts; docs/UNIT_ROADMAP.md:281","3a44419156a77a3fbf096927071cd4f17da2b67082a4807863a8728f9a74c945"
"RL.4.2","theme-and-summary","theme-and-summary","4th Grade","RL.4.2","Literature","G4.U1","3","roadmap-standard-row-not-approved-lesson-order","I can name the theme of a story as a big idea about life, prove it with details from across the text, and summarize the story in three sentences.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; theme-and-summary-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/theme-and-summary.ts; docs/UNIT_ROADMAP.md:282","fdbebf6bf955f8e32ce1828b28f5f590fd07c16402acebd8cc5d0aeb2d37d2a2"
"RL.4.3","in-depth-details","in-depth-details","4th Grade","RL.4.3","Literature","G4.U1","4","roadmap-standard-row-not-approved-lesson-order","I can describe a character, a setting, or an event in depth, with a claim and specific details of different kinds from the text.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; in-depth-details-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/in-depth-details.ts; docs/UNIT_ROADMAP.md:283","52b6510af53766aaa08c89dc3032296b6b10f26e9e7f05afb9e0af504ca7abfc"
"RL.4.4","words-from-the-myths","words-from-the-myths","4th Grade","RL.4.4","Literature","G4.U2","2","roadmap-standard-row-not-approved-lesson-order","I can find a word in a story that points to a character from a myth, tell what that character was known for, and explain the meaning the sentence borrows.","true","true","unknown","unknown","unknown","false","true","words-from-the-myths-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-from-the-myths.ts; docs/UNIT_ROADMAP.md:296","e6b4cac804c42fcfa197cc3ce66b9bd8df9cf45190a2a62181ef541114f12ae3"
"RL.4.5","three-ways-to-tell-it","three-ways-to-tell-it","4th Grade","RL.4.5","Literature","G4.U2","3","roadmap-standard-row-not-approved-lesson-order","I can name prose, a poem, and a drama from the shape of the page, and use the terms for their parts when I talk about a text.","true","true","unknown","unknown","unknown","false","true","three-ways-to-tell-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/three-ways-to-tell-it.ts; docs/UNIT_ROADMAP.md:297","715042d8407d2e5f2e32dbd02b86f984bcf13708327b54b5b1ec2a9dda8b9d49"
"RL.4.6","who-tells-it-changes-it","who-tells-it-changes-it","4th Grade","RL.4.6","Literature","G4.U2","4","roadmap-standard-row-not-approved-lesson-order","I can find the signal words, name first or third person, say what the narrator can and cannot know, and compare two tellings of one moment.","true","true","unknown","unknown","unknown","false","true","who-tells-it-changes-it-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/who-tells-it-changes-it.ts; docs/UNIT_ROADMAP.md:298","8fcadebddc70522f80d8f01358095d88da3379777e59d71519be2397842d6468"
"RL.4.7","","","4th Grade","","Literature","G4.U3","2","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:311",""
"RL.4.9","","","4th Grade","","Literature","G4.U3","3","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:312",""
"RL.4.10","","","4th Grade","","Literature","G4.U3","4","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:313",""
"RI.4.1","facts-say-so-i-know","facts-say-so-i-know","4th Grade","RI.4.1","Informational","G4.U1","5","roadmap-standard-row-not-approved-lesson-order","I can answer an explicit question about a fact text by pointing to the detail or the example, and answer an inference question by citing the detail and saying what it lets me know.","true","true","unknown","unknown","unknown","false","true","facts-say-so-i-know-quiz; g4-unit-1-exam","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/facts-say-so-i-know.ts; docs/UNIT_ROADMAP.md:284","1fa7ac7264bb4f28677c232c9c4140ba453edc647ecfcacd6f5ebf167fb086f4"
"RI.4.2","main-idea-and-summary","main-idea-and-summary","4th Grade","RI.4.2","Informational","G4.U1","6","roadmap-standard-row-not-approved-lesson-order","I can state the main idea of a fact text as a full sentence, explain how each key detail supports it, and summarize the text in three sentences.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; main-idea-and-summary-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/main-idea-and-summary.ts; docs/UNIT_ROADMAP.md:285","8ccc602bcc37290c458f682512f39c559d6bbff38d7b03f02880c91d2f04f91e"
"RI.4.3","what-happened-and-why","what-happened-and-why","4th Grade","RI.4.3","Informational","G4.U1","7","roadmap-standard-row-not-approved-lesson-order","I can explain an event, a procedure, or a concept in a fact text, telling what happened and why in my own words from specific information in the text.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; what-happened-and-why-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/what-happened-and-why.ts; docs/UNIT_ROADMAP.md:286","0269635b1ecffa285bc52606736ced076d5c8562cefba408ad5122a60d3e3343"
"RI.4.4","words-of-the-field","words-of-the-field","4th Grade","RI.4.4","Informational","G4.U2","5","roadmap-standard-row-not-approved-lesson-order","I can sort a hard word in a fact text into its kind, a field word or an everywhere word, and use that kind's tool to get its meaning.","true","true","unknown","unknown","unknown","false","false","words-of-the-field-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/words-of-the-field.ts; docs/UNIT_ROADMAP.md:299","42b665975653e32a3737f6f8a5f6a7e80b3efbc724611688e22cbebe8bb33d32"
"RI.4.5","the-shape-of-the-facts","the-shape-of-the-facts","4th Grade","RI.4.5","Informational","G4.U2","6","roadmap-standard-row-not-approved-lesson-order","I can name the overall shape of a fact text or a section of it, point to the signal words that reveal it, choose the diagram that fits, and notice when the text switches shape.","true","true","unknown","unknown","unknown","false","false","the-shape-of-the-facts-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/the-shape-of-the-facts.ts; docs/UNIT_ROADMAP.md:300","c76b2580aae2f78df62cd7a9ec505e9ec80197abe64f346afe89b4c45fcef4fe"
"RI.4.6","there-or-told-about-it","there-or-told-about-it","4th Grade","RI.4.6","Informational","G4.U2","7","roadmap-standard-row-not-approved-lesson-order","I can tell a firsthand account from a secondhand account of the same event, say what each one focuses on, and find the information only one of them gives.","true","true","unknown","unknown","unknown","false","false","","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/there-or-told-about-it.ts; docs/UNIT_ROADMAP.md:301","7eb7330e7429b4f86a18d1770ed9a395166567801e9f932c79d6348680f9d652"
"RI.4.7","","","4th Grade","","Informational","G4.U3","5","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:314",""
"RI.4.8","","","4th Grade","","Informational","G4.U3","6","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:315",""
"RI.4.9","","","4th Grade","","Informational","G4.U3","7","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:316",""
"RI.4.10","","","4th Grade","","Informational","G4.U4","1","roadmap-standard-row-not-approved-lesson-order","","false","false","unknown","unknown","unknown","false","false","","unresolved","no-exact-v2-lesson","","app/data/sample-lessons.json; docs/UNIT_ROADMAP.md:325",""
"RF.4.3","long-words-full-speed","long-words-full-speed","4th Grade","RF.4.3","Foundational Skills","G4.U1","1","roadmap-standard-row-not-approved-lesson-order","I can read a four- or five-syllable word inside a sentence by spotting the edges, chunking the middle by ear, saying it and testing it, and flexing a chunk when the first try fails, without stopping the sentence.","true","true","unknown","unknown","unknown","false","true","g4-unit-1-exam; long-words-full-speed-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/long-words-full-speed.ts; docs/UNIT_ROADMAP.md:280","94b976e7b2cae6f544dccdd681cb2d037e452ca89326c80c3f64932f9f53abd9"
"RF.4.3a","split-it-your-way","split-it-your-way","4th Grade","RF.4.3a","Foundational Skills","G4.U2","1","roadmap-standard-row-not-approved-lesson-order","I can read an unfamiliar long word by finding the parts I know, choosing the pattern that splits the rest, saying it with one soft chunk, and testing it, inside a sentence or on its own.","true","true","unknown","unknown","unknown","false","true","split-it-your-way-quiz","exact-declaration","","","app/data/sample-lessons.json; app/data/lessons-v2/split-it-your-way.ts; docs/UNIT_ROADMAP.md:295","90fc402d3b220b150d09e9fac9f8b9f66dfddee4e70ddade0a475706308964b4"
